teX,teY,xy,xny,nxy,nxny
T1561,T1587,2,10,12,731
T1561,T1008,1,11,47,696
T1561,T1124,3,9,65,678
T1561,T1556,0,12,11,732
T1561,T1495,0,12,2,741
T1561,T1490,2,10,27,716
T1561,T1216,0,12,1,742
T1561,T1211,0,12,1,742
T1561,T1127,0,12,2,741
T1561,T1529,7,5,6,737
T1615,T1025,1,3,21,730
T1615,T1547,3,1,236,515
T1615,T1600,0,4,0,751
T1615,T1489,0,4,28,723
T1615,T1564,0,4,100,651
T1615,T1080,0,4,10,741
T1615,T1137,0,4,10,741
T1615,T1119,1,3,49,702
T1615,T1115,1,3,32,719
T1615,T1007,2,2,54,697
T1615,T1040,1,3,14,737
T1615,T1530,0,4,2,749
T1615,T1135,1,3,47,704
T1615,T1120,1,3,42,709
T1615,T1082,3,1,327,424
T1615,T1071,3,1,330,421
T1615,T1053,1,3,143,608
T1615,T1176,0,4,4,747
T1615,T1106,3,1,145,606
T1615,T1202,0,4,3,748
T1615,T1091,0,4,22,729
T1615,T1005,1,3,160,591
T1615,T1140,1,3,217,534
T1615,T1562,1,3,96,655
T1615,T1195,0,4,11,740
T1615,T1190,0,4,28,723
T1615,T1558,1,3,9,742
T1615,T1555,2,2,85,666
T1615,T1567,2,2,26,725
T1615,T1219,0,4,18,733
T1615,T1036,0,4,216,535
T1615,T1552,1,3,40,711
T1615,T1055,3,1,136,615
T1615,T1205,0,4,9,742
T1615,T1218,1,3,130,621
T1615,T1620,0,4,10,741
T1615,T1611,0,4,5,746
T1615,T1010,0,4,29,722
T1615,T1029,0,4,17,734
T1615,T1525,0,4,0,751
T1615,T1572,0,4,18,733
T1615,T1550,1,3,19,732
T1615,T1011,0,4,1,750
T1615,T1589,0,4,17,734
T1615,T1560,3,1,117,634
T1615,T1185,0,4,11,740
T1615,T1021,2,2,84,667
T1615,T1596,0,4,0,751
T1615,T1207,0,4,1,750
T1615,T1610,0,4,4,747
T1615,T1112,1,3,131,620
T1615,T1580,0,4,0,751
T1615,T1491,0,4,5,746
T1615,T1535,0,4,0,751
T1615,T1563,0,4,2,749
T1615,T1217,1,3,11,740
T1615,T1092,0,4,3,748
T1615,T1222,0,4,19,732
T1615,T1595,0,4,9,742
T1615,T1548,1,3,53,698
T1615,T1125,1,3,30,721
T1615,T1016,3,1,224,527
T1615,T1087,3,1,78,673
T1615,T1090,1,3,91,660
T1615,T1059,4,0,424,327
T1615,T1482,2,2,12,739
T1615,T1020,1,3,19,732
T1615,T1070,1,3,268,483
T1615,T1609,0,4,5,746
T1615,T1083,2,2,271,480
T1615,T1568,0,4,39,712
T1615,T1647,0,4,1,750
T1615,T1074,0,4,91,660
T1615,T1649,0,4,3,748
T1615,T1049,2,2,77,674
T1615,T1584,1,3,13,738
T1615,T1542,0,4,14,737
T1615,T1612,0,4,0,751
T1615,T1586,0,4,7,744
T1615,T1497,0,4,85,666
T1615,T1102,2,2,87,664
T1615,T1608,0,4,17,734
T1615,T1104,0,4,9,742
T1615,T1480,0,4,16,735
T1615,T1619,0,4,1,750
T1615,T1528,0,4,3,748
T1615,T1204,1,3,155,596
T1615,T1057,2,2,232,519
T1615,T1072,0,4,4,747
T1615,T1041,1,3,130,621
T1615,T1591,0,4,6,745
T1615,T1606,0,4,2,749
T1615,T1621,0,4,2,749
T1615,T1554,0,4,7,744
T1615,T1212,0,4,0,751
T1615,T1590,0,4,4,747
T1615,T1210,1,3,22,729
T1615,T1534,0,4,5,746
T1615,T1199,0,4,8,743
T1615,T1593,0,4,5,746
T1615,T1098,0,4,18,733
T1615,T1048,0,4,34,717
T1615,T1597,0,4,2,749
T1615,T1566,1,3,129,622
T1615,T1110,1,3,39,712
T1615,T1565,0,4,5,746
T1615,T1559,0,4,31,720
T1615,T1001,0,4,40,711
T1615,T1039,0,4,11,740
T1615,T1601,0,4,1,750
T1615,T1574,1,3,79,672
T1615,T1078,1,3,60,691
T1615,T1571,0,4,37,714
T1615,T1068,2,2,29,722
T1615,T1531,0,4,4,747
T1615,T1027,3,1,362,389
T1615,T1201,2,2,6,745
T1615,T1546,2,2,46,705
T1615,T1187,0,4,3,748
T1615,T1599,0,4,0,751
T1615,T1486,0,4,42,709
T1615,T1553,1,3,68,683
T1615,T1573,2,2,179,572
T1615,T1056,1,3,144,607
T1615,T1203,0,4,48,703
T1615,T1570,1,3,22,729
T1615,T1095,0,4,62,689
T1615,T1012,1,3,95,656
T1615,T1030,0,4,14,737
T1615,T1499,0,4,4,747
T1615,T1614,0,4,30,721
T1615,T1197,0,4,12,739
T1615,T1132,0,4,102,649
T1615,T1598,0,4,13,738
T1615,T1496,0,4,12,739
T1615,T1585,0,4,14,737
T1615,T1588,1,3,61,690
T1615,T1569,1,3,57,694
T1615,T1213,1,3,9,742
T1615,T1200,0,4,1,750
T1615,T1505,0,4,32,719
T1615,T1485,0,4,23,728
T1615,T1537,0,4,0,751
T1615,T1189,1,3,33,718
T1615,T1498,0,4,2,749
T1615,T1221,0,4,10,741
T1615,T1134,2,2,38,713
T1615,T1111,0,4,4,747
T1615,T1136,1,3,30,721
T1615,T1526,0,4,2,749
T1615,T1018,2,2,67,684
T1615,T1046,1,3,47,704
T1615,T1518,2,2,117,634
T1615,T1538,0,4,0,751
T1615,T1622,0,4,5,746
T1615,T1052,0,4,7,744
T1615,T1105,3,1,394,357
T1615,T1648,0,4,0,751
T1615,T1484,1,3,6,745
T1615,T1220,0,4,4,747
T1615,T1587,1,3,13,738
T1615,T1008,0,4,48,703
T1615,T1124,1,3,67,684
T1615,T1556,0,4,11,740
T1615,T1495,0,4,2,749
T1615,T1490,0,4,29,722
T1615,T1216,0,4,1,750
T1615,T1211,0,4,1,750
T1615,T1127,1,3,1,750
T1615,T1529,0,4,13,738
T1025,T1547,16,6,223,510
T1025,T1600,0,22,0,733
T1025,T1489,0,22,28,705
T1025,T1564,5,17,95,638
T1025,T1080,3,19,7,726
T1025,T1137,2,20,8,725
T1025,T1119,11,11,39,694
T1025,T1115,4,18,29,704
T1025,T1007,3,19,53,680
T1025,T1040,1,21,14,719
T1025,T1530,0,22,2,731
T1025,T1135,2,20,46,687
T1025,T1120,13,9,30,703
T1025,T1082,15,7,315,418
T1025,T1071,15,7,318,415
T1025,T1053,9,13,135,598
T1025,T1176,0,22,4,729
T1025,T1106,9,13,139,594
T1025,T1202,0,22,3,730
T1025,T1091,4,18,18,715
T1025,T1005,16,6,145,588
T1025,T1140,9,13,209,524
T1025,T1562,4,18,93,640
T1025,T1195,0,22,11,722
T1025,T1190,1,21,27,706
T1025,T1558,0,22,10,723
T1025,T1555,5,17,82,651
T1025,T1567,4,18,24,709
T1025,T1219,0,22,18,715
T1025,T1036,11,11,205,528
T1025,T1552,1,21,40,693
T1025,T1055,8,14,131,602
T1025,T1205,0,22,9,724
T1025,T1218,6,16,125,608
T1025,T1620,0,22,10,723
T1025,T1611,0,22,5,728
T1025,T1010,4,18,25,708
T1025,T1029,1,21,16,717
T1025,T1525,0,22,0,733
T1025,T1572,1,21,17,716
T1025,T1550,1,21,19,714
T1025,T1011,0,22,1,732
T1025,T1589,1,21,16,717
T1025,T1560,12,10,108,625
T1025,T1185,0,22,11,722
T1025,T1021,3,19,83,650
T1025,T1596,0,22,0,733
T1025,T1207,0,22,1,732
T1025,T1610,0,22,4,729
T1025,T1112,7,15,125,608
T1025,T1580,0,22,0,733
T1025,T1491,1,21,4,729
T1025,T1535,0,22,0,733
T1025,T1563,0,22,2,731
T1025,T1217,1,21,11,722
T1025,T1092,2,20,1,732
T1025,T1222,0,22,19,714
T1025,T1595,1,21,8,725
T1025,T1548,2,20,52,681
T1025,T1125,5,17,26,707
T1025,T1016,14,8,213,520
T1025,T1087,3,19,78,655
T1025,T1090,5,17,87,646
T1025,T1059,11,11,417,316
T1025,T1482,0,22,14,719
T1025,T1020,7,15,13,720
T1025,T1070,11,11,258,475
T1025,T1609,0,22,5,728
T1025,T1083,20,2,253,480
T1025,T1568,2,20,37,696
T1025,T1647,0,22,1,732
T1025,T1074,13,9,78,655
T1025,T1649,0,22,3,730
T1025,T1049,6,16,73,660
T1025,T1584,1,21,13,720
T1025,T1542,1,21,13,720
T1025,T1612,0,22,0,733
T1025,T1586,1,21,6,727
T1025,T1497,4,18,81,652
T1025,T1102,5,17,84,649
T1025,T1608,1,21,16,717
T1025,T1104,0,22,9,724
T1025,T1480,1,21,15,718
T1025,T1619,0,22,1,732
T1025,T1528,1,21,2,731
T1025,T1204,7,15,149,584
T1025,T1057,14,8,220,513
T1025,T1072,0,22,4,729
T1025,T1041,7,15,124,609
T1025,T1591,0,22,6,727
T1025,T1606,0,22,2,731
T1025,T1621,0,22,2,731
T1025,T1554,0,22,7,726
T1025,T1212,0,22,0,733
T1025,T1590,0,22,4,729
T1025,T1210,2,20,21,712
T1025,T1534,1,21,4,729
T1025,T1199,1,21,7,726
T1025,T1593,0,22,5,728
T1025,T1098,1,21,17,716
T1025,T1048,3,19,31,702
T1025,T1597,0,22,2,731
T1025,T1566,5,17,125,608
T1025,T1110,2,20,38,695
T1025,T1565,0,22,5,728
T1025,T1559,6,16,25,708
T1025,T1001,3,19,37,696
T1025,T1039,5,17,6,727
T1025,T1601,0,22,1,732
T1025,T1574,5,17,75,658
T1025,T1078,2,20,59,674
T1025,T1571,1,21,36,697
T1025,T1068,5,17,26,707
T1025,T1531,0,22,4,729
T1025,T1027,15,7,350,383
T1025,T1201,1,21,7,726
T1025,T1546,3,19,45,688
T1025,T1187,0,22,3,730
T1025,T1599,0,22,0,733
T1025,T1486,0,22,42,691
T1025,T1553,1,21,68,665
T1025,T1573,7,15,174,559
T1025,T1056,13,9,132,601
T1025,T1203,3,19,45,688
T1025,T1570,1,21,22,711
T1025,T1095,5,17,57,676
T1025,T1012,4,18,92,641
T1025,T1030,3,19,11,722
T1025,T1499,0,22,4,729
T1025,T1614,1,21,29,704
T1025,T1197,0,22,12,721
T1025,T1132,5,17,97,636
T1025,T1598,1,21,12,721
T1025,T1496,0,22,12,721
T1025,T1585,0,22,14,719
T1025,T1588,2,20,60,673
T1025,T1569,1,21,57,676
T1025,T1213,2,20,8,725
T1025,T1200,0,22,1,732
T1025,T1505,1,21,31,702
T1025,T1485,1,21,22,711
T1025,T1537,0,22,0,733
T1025,T1189,2,20,32,701
T1025,T1498,1,21,1,732
T1025,T1221,2,20,8,725
T1025,T1134,4,18,36,697
T1025,T1111,0,22,4,729
T1025,T1136,0,22,31,702
T1025,T1526,0,22,2,731
T1025,T1018,3,19,66,667
T1025,T1046,3,19,45,688
T1025,T1518,7,15,112,621
T1025,T1538,0,22,0,733
T1025,T1622,0,22,5,728
T1025,T1052,3,19,4,729
T1025,T1105,11,11,386,347
T1025,T1648,0,22,0,733
T1025,T1484,0,22,7,726
T1025,T1220,0,22,4,729
T1025,T1587,1,21,13,720
T1025,T1008,4,18,44,689
T1025,T1124,7,15,61,672
T1025,T1556,1,21,10,723
T1025,T1495,0,22,2,731
T1025,T1490,1,21,28,705
T1025,T1216,0,22,1,732
T1025,T1211,1,21,0,733
T1025,T1127,0,22,2,731
T1025,T1529,0,22,13,720
T1547,T1600,0,239,0,516
T1547,T1489,6,233,22,494
T1547,T1564,45,194,55,461
T1547,T1080,6,233,4,512
T1547,T1137,6,233,4,512
T1547,T1119,27,212,23,493
T1547,T1115,21,218,12,504
T1547,T1007,20,219,36,480
T1547,T1040,5,234,10,506
T1547,T1530,0,239,2,514
T1547,T1135,22,217,26,490
T1547,T1120,24,215,19,497
T1547,T1082,152,87,178,338
T1547,T1071,153,86,180,336
T1547,T1053,70,169,74,442
T1547,T1176,2,237,2,514
T1547,T1106,64,175,84,432
T1547,T1202,2,237,1,515
T1547,T1091,15,224,7,509
T1547,T1005,73,166,88,428
T1547,T1140,87,152,131,385
T1547,T1562,44,195,53,463
T1547,T1195,5,234,6,510
T1547,T1190,12,227,16,500
T1547,T1558,8,231,2,514
T1547,T1555,47,192,40,476
T1547,T1567,16,223,12,504
T1547,T1219,9,230,9,507
T1547,T1036,98,141,118,398
T1547,T1552,21,218,20,496
T1547,T1055,74,165,65,451
T1547,T1205,2,237,7,509
T1547,T1218,78,161,53,463
T1547,T1620,3,236,7,509
T1547,T1611,1,238,4,512
T1547,T1010,17,222,12,504
T1547,T1029,7,232,10,506
T1547,T1525,0,239,0,516
T1547,T1572,6,233,12,504
T1547,T1550,9,230,11,505
T1547,T1011,1,238,0,516
T1547,T1589,8,231,9,507
T1547,T1560,58,181,62,454
T1547,T1185,8,231,3,513
T1547,T1021,43,196,43,473
T1547,T1596,0,239,0,516
T1547,T1207,1,238,0,516
T1547,T1610,1,238,3,513
T1547,T1112,63,176,69,447
T1547,T1580,0,239,0,516
T1547,T1491,2,237,3,513
T1547,T1535,0,239,0,516
T1547,T1563,0,239,2,514
T1547,T1217,3,236,9,507
T1547,T1092,2,237,1,515
T1547,T1222,8,231,11,505
T1547,T1595,6,233,3,513
T1547,T1548,35,204,19,497
T1547,T1125,22,217,9,507
T1547,T1016,98,141,129,387
T1547,T1087,35,204,46,470
T1547,T1090,39,200,53,463
T1547,T1059,181,58,247,269
T1547,T1482,7,232,7,509
T1547,T1020,10,229,10,506
T1547,T1070,120,119,149,367
T1547,T1609,1,238,4,512
T1547,T1083,120,119,153,363
T1547,T1568,18,221,21,495
T1547,T1647,0,239,1,515
T1547,T1074,54,185,37,479
T1547,T1649,2,237,1,515
T1547,T1049,33,206,46,470
T1547,T1584,7,232,7,509
T1547,T1542,7,232,7,509
T1547,T1612,0,239,0,516
T1547,T1586,5,234,2,514
T1547,T1497,39,200,46,470
T1547,T1102,47,192,42,474
T1547,T1608,10,229,7,509
T1547,T1104,6,233,3,513
T1547,T1480,6,233,10,506
T1547,T1619,0,239,1,515
T1547,T1528,1,238,2,514
T1547,T1204,81,158,75,441
T1547,T1057,113,126,121,395
T1547,T1072,2,237,2,514
T1547,T1041,62,177,69,447
T1547,T1591,3,236,3,513
T1547,T1606,1,238,1,515
T1547,T1621,1,238,1,515
T1547,T1554,0,239,7,509
T1547,T1212,0,239,0,516
T1547,T1590,0,239,4,512
T1547,T1210,15,224,8,508
T1547,T1534,4,235,1,515
T1547,T1199,3,236,5,511
T1547,T1593,2,237,3,513
T1547,T1098,12,227,6,510
T1547,T1048,13,226,21,495
T1547,T1597,0,239,2,514
T1547,T1566,68,171,62,454
T1547,T1110,15,224,25,491
T1547,T1565,1,238,4,512
T1547,T1559,18,221,13,503
T1547,T1001,12,227,28,488
T1547,T1039,5,234,6,510
T1547,T1601,0,239,1,515
T1547,T1574,43,196,37,479
T1547,T1078,27,212,34,482
T1547,T1571,16,223,21,495
T1547,T1068,14,225,17,499
T1547,T1531,0,239,4,512
T1547,T1027,162,77,203,313
T1547,T1201,1,238,7,509
T1547,T1546,27,212,21,495
T1547,T1187,1,238,2,514
T1547,T1599,0,239,0,516
T1547,T1486,8,231,34,482
T1547,T1553,29,210,40,476
T1547,T1573,83,156,98,418
T1547,T1056,81,158,64,452
T1547,T1203,27,212,21,495
T1547,T1570,6,233,17,499
T1547,T1095,30,209,32,484
T1547,T1012,42,197,54,462
T1547,T1030,6,233,8,508
T1547,T1499,0,239,4,512
T1547,T1614,18,221,12,504
T1547,T1197,6,233,6,510
T1547,T1132,56,183,46,470
T1547,T1598,9,230,4,512
T1547,T1496,5,234,7,509
T1547,T1585,6,233,8,508
T1547,T1588,26,213,36,480
T1547,T1569,20,219,38,478
T1547,T1213,5,234,5,511
T1547,T1200,0,239,1,515
T1547,T1505,10,229,22,494
T1547,T1485,6,233,17,499
T1547,T1537,0,239,0,516
T1547,T1189,19,220,15,501
T1547,T1498,2,237,0,516
T1547,T1221,9,230,1,515
T1547,T1134,19,220,21,495
T1547,T1111,2,237,2,514
T1547,T1136,16,223,15,501
T1547,T1526,0,239,2,514
T1547,T1018,28,211,41,475
T1547,T1046,22,217,26,490
T1547,T1518,58,181,61,455
T1547,T1538,0,239,0,516
T1547,T1622,1,238,4,512
T1547,T1052,5,234,2,514
T1547,T1105,167,72,230,286
T1547,T1648,0,239,0,516
T1547,T1484,2,237,5,511
T1547,T1220,4,235,0,516
T1547,T1587,9,230,5,511
T1547,T1008,22,217,26,490
T1547,T1124,36,203,32,484
T1547,T1556,3,236,8,508
T1547,T1495,1,238,1,515
T1547,T1490,7,232,22,494
T1547,T1216,1,238,0,516
T1547,T1211,1,238,0,516
T1547,T1127,2,237,0,516
T1547,T1529,4,235,9,507
T1600,T1489,0,0,28,727
T1600,T1564,0,0,100,655
T1600,T1080,0,0,10,745
T1600,T1137,0,0,10,745
T1600,T1119,0,0,50,705
T1600,T1115,0,0,33,722
T1600,T1007,0,0,56,699
T1600,T1040,0,0,15,740
T1600,T1530,0,0,2,753
T1600,T1135,0,0,48,707
T1600,T1120,0,0,43,712
T1600,T1082,0,0,330,425
T1600,T1071,0,0,333,422
T1600,T1053,0,0,144,611
T1600,T1176,0,0,4,751
T1600,T1106,0,0,148,607
T1600,T1202,0,0,3,752
T1600,T1091,0,0,22,733
T1600,T1005,0,0,161,594
T1600,T1140,0,0,218,537
T1600,T1562,0,0,97,658
T1600,T1195,0,0,11,744
T1600,T1190,0,0,28,727
T1600,T1558,0,0,10,745
T1600,T1555,0,0,87,668
T1600,T1567,0,0,28,727
T1600,T1219,0,0,18,737
T1600,T1036,0,0,216,539
T1600,T1552,0,0,41,714
T1600,T1055,0,0,139,616
T1600,T1205,0,0,9,746
T1600,T1218,0,0,131,624
T1600,T1620,0,0,10,745
T1600,T1611,0,0,5,750
T1600,T1010,0,0,29,726
T1600,T1029,0,0,17,738
T1600,T1525,0,0,0,755
T1600,T1572,0,0,18,737
T1600,T1550,0,0,20,735
T1600,T1011,0,0,1,754
T1600,T1589,0,0,17,738
T1600,T1560,0,0,120,635
T1600,T1185,0,0,11,744
T1600,T1021,0,0,86,669
T1600,T1596,0,0,0,755
T1600,T1207,0,0,1,754
T1600,T1610,0,0,4,751
T1600,T1112,0,0,132,623
T1600,T1580,0,0,0,755
T1600,T1491,0,0,5,750
T1600,T1535,0,0,0,755
T1600,T1563,0,0,2,753
T1600,T1217,0,0,12,743
T1600,T1092,0,0,3,752
T1600,T1222,0,0,19,736
T1600,T1595,0,0,9,746
T1600,T1548,0,0,54,701
T1600,T1125,0,0,31,724
T1600,T1016,0,0,227,528
T1600,T1087,0,0,81,674
T1600,T1090,0,0,92,663
T1600,T1059,0,0,428,327
T1600,T1482,0,0,14,741
T1600,T1020,0,0,20,735
T1600,T1070,0,0,269,486
T1600,T1609,0,0,5,750
T1600,T1083,0,0,273,482
T1600,T1568,0,0,39,716
T1600,T1647,0,0,1,754
T1600,T1074,0,0,91,664
T1600,T1649,0,0,3,752
T1600,T1049,0,0,79,676
T1600,T1584,0,0,14,741
T1600,T1542,0,0,14,741
T1600,T1612,0,0,0,755
T1600,T1586,0,0,7,748
T1600,T1497,0,0,85,670
T1600,T1102,0,0,89,666
T1600,T1608,0,0,17,738
T1600,T1104,0,0,9,746
T1600,T1480,0,0,16,739
T1600,T1619,0,0,1,754
T1600,T1528,0,0,3,752
T1600,T1204,0,0,156,599
T1600,T1057,0,0,234,521
T1600,T1072,0,0,4,751
T1600,T1041,0,0,131,624
T1600,T1591,0,0,6,749
T1600,T1606,0,0,2,753
T1600,T1621,0,0,2,753
T1600,T1554,0,0,7,748
T1600,T1212,0,0,0,755
T1600,T1590,0,0,4,751
T1600,T1210,0,0,23,732
T1600,T1534,0,0,5,750
T1600,T1199,0,0,8,747
T1600,T1593,0,0,5,750
T1600,T1098,0,0,18,737
T1600,T1048,0,0,34,721
T1600,T1597,0,0,2,753
T1600,T1566,0,0,130,625
T1600,T1110,0,0,40,715
T1600,T1565,0,0,5,750
T1600,T1559,0,0,31,724
T1600,T1001,0,0,40,715
T1600,T1039,0,0,11,744
T1600,T1601,0,0,1,754
T1600,T1574,0,0,80,675
T1600,T1078,0,0,61,694
T1600,T1571,0,0,37,718
T1600,T1068,0,0,31,724
T1600,T1531,0,0,4,751
T1600,T1027,0,0,365,390
T1600,T1201,0,0,8,747
T1600,T1546,0,0,48,707
T1600,T1187,0,0,3,752
T1600,T1599,0,0,0,755
T1600,T1486,0,0,42,713
T1600,T1553,0,0,69,686
T1600,T1573,0,0,181,574
T1600,T1056,0,0,145,610
T1600,T1203,0,0,48,707
T1600,T1570,0,0,23,732
T1600,T1095,0,0,62,693
T1600,T1012,0,0,96,659
T1600,T1030,0,0,14,741
T1600,T1499,0,0,4,751
T1600,T1614,0,0,30,725
T1600,T1197,0,0,12,743
T1600,T1132,0,0,102,653
T1600,T1598,0,0,13,742
T1600,T1496,0,0,12,743
T1600,T1585,0,0,14,741
T1600,T1588,0,0,62,693
T1600,T1569,0,0,58,697
T1600,T1213,0,0,10,745
T1600,T1200,0,0,1,754
T1600,T1505,0,0,32,723
T1600,T1485,0,0,23,732
T1600,T1537,0,0,0,755
T1600,T1189,0,0,34,721
T1600,T1498,0,0,2,753
T1600,T1221,0,0,10,745
T1600,T1134,0,0,40,715
T1600,T1111,0,0,4,751
T1600,T1136,0,0,31,724
T1600,T1526,0,0,2,753
T1600,T1018,0,0,69,686
T1600,T1046,0,0,48,707
T1600,T1518,0,0,119,636
T1600,T1538,0,0,0,755
T1600,T1622,0,0,5,750
T1600,T1052,0,0,7,748
T1600,T1105,0,0,397,358
T1600,T1648,0,0,0,755
T1600,T1484,0,0,7,748
T1600,T1220,0,0,4,751
T1600,T1587,0,0,14,741
T1600,T1008,0,0,48,707
T1600,T1124,0,0,68,687
T1600,T1556,0,0,11,744
T1600,T1495,0,0,2,753
T1600,T1490,0,0,29,726
T1600,T1216,0,0,1,754
T1600,T1211,0,0,1,754
T1600,T1127,0,0,2,753
T1600,T1529,0,0,13,742
T1489,T1564,8,20,92,635
T1489,T1080,1,27,9,718
T1489,T1137,0,28,10,717
T1489,T1119,0,28,50,677
T1489,T1115,0,28,33,694
T1489,T1007,7,21,49,678
T1489,T1040,0,28,15,712
T1489,T1530,0,28,2,725
T1489,T1135,8,20,40,687
T1489,T1120,2,26,41,686
T1489,T1082,16,12,314,413
T1489,T1071,8,20,325,402
T1489,T1053,7,21,137,590
T1489,T1176,0,28,4,723
T1489,T1106,16,12,132,595
T1489,T1202,1,27,2,725
T1489,T1091,0,28,22,705
T1489,T1005,2,26,159,568
T1489,T1140,11,17,207,520
T1489,T1562,18,10,79,648
T1489,T1195,0,28,11,716
T1489,T1190,0,28,28,699
T1489,T1558,1,27,9,718
T1489,T1555,1,27,86,641
T1489,T1567,1,27,27,700
T1489,T1219,0,28,18,709
T1489,T1036,14,14,202,525
T1489,T1552,1,27,40,687
T1489,T1055,9,19,130,597
T1489,T1205,1,27,8,719
T1489,T1218,5,23,126,601
T1489,T1620,2,26,8,719
T1489,T1611,0,28,5,722
T1489,T1010,2,26,27,700
T1489,T1029,0,28,17,710
T1489,T1525,0,28,0,727
T1489,T1572,1,27,17,710
T1489,T1550,0,28,20,707
T1489,T1011,0,28,1,726
T1489,T1589,1,27,16,711
T1489,T1560,1,27,119,608
T1489,T1185,0,28,11,716
T1489,T1021,7,21,79,648
T1489,T1596,0,28,0,727
T1489,T1207,0,28,1,726
T1489,T1610,0,28,4,723
T1489,T1112,9,19,123,604
T1489,T1580,0,28,0,727
T1489,T1491,3,25,2,725
T1489,T1535,0,28,0,727
T1489,T1563,1,27,1,726
T1489,T1217,0,28,12,715
T1489,T1092,0,28,3,724
T1489,T1222,3,25,16,711
T1489,T1595,0,28,9,718
T1489,T1548,1,27,53,674
T1489,T1125,0,28,31,696
T1489,T1016,14,14,213,514
T1489,T1087,2,26,79,648
T1489,T1090,4,24,88,639
T1489,T1059,21,7,407,320
T1489,T1482,0,28,14,713
T1489,T1020,0,28,20,707
T1489,T1070,16,12,253,474
T1489,T1609,0,28,5,722
T1489,T1083,17,11,256,471
T1489,T1568,1,27,38,689
T1489,T1647,0,28,1,726
T1489,T1074,3,25,88,639
T1489,T1649,0,28,3,724
T1489,T1049,6,22,73,654
T1489,T1584,2,26,12,715
T1489,T1542,1,27,13,714
T1489,T1612,0,28,0,727
T1489,T1586,0,28,7,720
T1489,T1497,4,24,81,646
T1489,T1102,1,27,88,639
T1489,T1608,1,27,16,711
T1489,T1104,1,27,8,719
T1489,T1480,0,28,16,711
T1489,T1619,0,28,1,726
T1489,T1528,0,28,3,724
T1489,T1204,4,24,152,575
T1489,T1057,15,13,219,508
T1489,T1072,0,28,4,723
T1489,T1041,6,22,125,602
T1489,T1591,1,27,5,722
T1489,T1606,0,28,2,725
T1489,T1621,0,28,2,725
T1489,T1554,1,27,6,721
T1489,T1212,0,28,0,727
T1489,T1590,0,28,4,723
T1489,T1210,2,26,21,706
T1489,T1534,1,27,4,723
T1489,T1199,0,28,8,719
T1489,T1593,1,27,4,723
T1489,T1098,1,27,17,710
T1489,T1048,2,26,32,695
T1489,T1597,0,28,2,725
T1489,T1566,3,25,127,600
T1489,T1110,2,26,38,689
T1489,T1565,0,28,5,722
T1489,T1559,0,28,31,696
T1489,T1001,2,26,38,689
T1489,T1039,0,28,11,716
T1489,T1601,0,28,1,726
T1489,T1574,2,26,78,649
T1489,T1078,5,23,56,671
T1489,T1571,1,27,36,691
T1489,T1068,0,28,31,696
T1489,T1531,2,26,2,725
T1489,T1027,17,11,348,379
T1489,T1201,0,28,8,719
T1489,T1546,0,28,48,679
T1489,T1187,0,28,3,724
T1489,T1599,0,28,0,727
T1489,T1486,19,9,23,704
T1489,T1553,4,24,65,662
T1489,T1573,6,22,175,552
T1489,T1056,3,25,142,585
T1489,T1203,1,27,47,680
T1489,T1570,4,24,19,708
T1489,T1095,2,26,60,667
T1489,T1012,3,25,93,634
T1489,T1030,0,28,14,713
T1489,T1499,1,27,3,724
T1489,T1614,8,20,22,705
T1489,T1197,0,28,12,715
T1489,T1132,1,27,101,626
T1489,T1598,0,28,13,714
T1489,T1496,0,28,12,715
T1489,T1585,1,27,13,714
T1489,T1588,3,25,59,668
T1489,T1569,7,21,51,676
T1489,T1213,0,28,10,717
T1489,T1200,0,28,1,726
T1489,T1505,0,28,32,695
T1489,T1485,8,20,15,712
T1489,T1537,0,28,0,727
T1489,T1189,2,26,32,695
T1489,T1498,0,28,2,725
T1489,T1221,1,27,9,718
T1489,T1134,7,21,33,694
T1489,T1111,0,28,4,723
T1489,T1136,1,27,30,697
T1489,T1526,0,28,2,725
T1489,T1018,7,21,62,665
T1489,T1046,3,25,45,682
T1489,T1518,5,23,114,613
T1489,T1538,0,28,0,727
T1489,T1622,0,28,5,722
T1489,T1052,0,28,7,720
T1489,T1105,10,18,387,340
T1489,T1648,0,28,0,727
T1489,T1484,3,25,4,723
T1489,T1220,1,27,3,724
T1489,T1587,1,27,13,714
T1489,T1008,1,27,47,680
T1489,T1124,1,27,67,660
T1489,T1556,0,28,11,716
T1489,T1495,0,28,2,725
T1489,T1490,18,10,11,716
T1489,T1216,0,28,1,726
T1489,T1211,0,28,1,726
T1489,T1127,0,28,2,725
T1489,T1529,6,22,7,720
T1564,T1080,3,97,7,648
T1564,T1137,5,95,5,650
T1564,T1119,14,86,36,619
T1564,T1115,9,91,24,631
T1564,T1007,11,89,45,610
T1564,T1040,3,97,12,643
T1564,T1530,0,100,2,653
T1564,T1135,13,87,35,620
T1564,T1120,9,91,34,621
T1564,T1082,56,44,274,381
T1564,T1071,59,41,274,381
T1564,T1053,32,68,112,543
T1564,T1176,3,97,1,654
T1564,T1106,32,68,116,539
T1564,T1202,1,99,2,653
T1564,T1091,4,96,18,637
T1564,T1005,28,72,133,522
T1564,T1140,38,62,180,475
T1564,T1562,22,78,75,580
T1564,T1195,2,98,9,646
T1564,T1190,5,95,23,632
T1564,T1558,1,99,9,646
T1564,T1555,18,82,69,586
