teX,teY,xy,xny,nxy,nxny
T1021,T1529,4,82,9,660
T1596,T1207,0,0,1,754
T1596,T1610,0,0,4,751
T1596,T1112,0,0,132,623
T1596,T1580,0,0,0,755
T1596,T1491,0,0,5,750
T1596,T1535,0,0,0,755
T1596,T1563,0,0,2,753
T1596,T1217,0,0,12,743
T1596,T1092,0,0,3,752
T1596,T1222,0,0,19,736
T1596,T1595,0,0,9,746
T1596,T1548,0,0,54,701
T1596,T1125,0,0,31,724
T1596,T1016,0,0,227,528
T1596,T1087,0,0,81,674
T1596,T1090,0,0,92,663
T1596,T1059,0,0,428,327
T1596,T1482,0,0,14,741
T1596,T1020,0,0,20,735
T1596,T1070,0,0,269,486
T1596,T1609,0,0,5,750
T1596,T1083,0,0,273,482
T1596,T1568,0,0,39,716
T1596,T1647,0,0,1,754
T1596,T1074,0,0,91,664
T1596,T1649,0,0,3,752
T1596,T1049,0,0,79,676
T1596,T1584,0,0,14,741
T1596,T1542,0,0,14,741
T1596,T1612,0,0,0,755
T1596,T1586,0,0,7,748
T1596,T1497,0,0,85,670
T1596,T1102,0,0,89,666
T1596,T1608,0,0,17,738
T1596,T1104,0,0,9,746
T1596,T1480,0,0,16,739
T1596,T1619,0,0,1,754
T1596,T1528,0,0,3,752
T1596,T1204,0,0,156,599
T1596,T1057,0,0,234,521
T1596,T1072,0,0,4,751
T1596,T1041,0,0,131,624
T1596,T1591,0,0,6,749
T1596,T1606,0,0,2,753
T1596,T1621,0,0,2,753
T1596,T1554,0,0,7,748
T1596,T1212,0,0,0,755
T1596,T1590,0,0,4,751
T1596,T1210,0,0,23,732
T1596,T1534,0,0,5,750
T1596,T1199,0,0,8,747
T1596,T1593,0,0,5,750
T1596,T1098,0,0,18,737
T1596,T1048,0,0,34,721
T1596,T1597,0,0,2,753
T1596,T1566,0,0,130,625
T1596,T1110,0,0,40,715
T1596,T1565,0,0,5,750
T1596,T1559,0,0,31,724
T1596,T1001,0,0,40,715
T1596,T1039,0,0,11,744
T1596,T1601,0,0,1,754
T1596,T1574,0,0,80,675
T1596,T1078,0,0,61,694
T1596,T1571,0,0,37,718
T1596,T1068,0,0,31,724
T1596,T1531,0,0,4,751
T1596,T1027,0,0,365,390
T1596,T1201,0,0,8,747
T1596,T1546,0,0,48,707
T1596,T1187,0,0,3,752
T1596,T1599,0,0,0,755
T1596,T1486,0,0,42,713
T1596,T1553,0,0,69,686
T1596,T1573,0,0,181,574
T1596,T1056,0,0,145,610
T1596,T1203,0,0,48,707
T1596,T1570,0,0,23,732
T1596,T1095,0,0,62,693
T1596,T1012,0,0,96,659
T1596,T1030,0,0,14,741
T1596,T1499,0,0,4,751
T1596,T1614,0,0,30,725
T1596,T1197,0,0,12,743
T1596,T1132,0,0,102,653
T1596,T1598,0,0,13,742
T1596,T1496,0,0,12,743
T1596,T1585,0,0,14,741
T1596,T1588,0,0,62,693
T1596,T1569,0,0,58,697
T1596,T1213,0,0,10,745
T1596,T1200,0,0,1,754
T1596,T1505,0,0,32,723
T1596,T1485,0,0,23,732
T1596,T1537,0,0,0,755
T1596,T1189,0,0,34,721
T1596,T1498,0,0,2,753
T1596,T1221,0,0,10,745
T1596,T1134,0,0,40,715
T1596,T1111,0,0,4,751
T1596,T1136,0,0,31,724
T1596,T1526,0,0,2,753
T1596,T1018,0,0,69,686
T1596,T1046,0,0,48,707
T1596,T1518,0,0,119,636
T1596,T1538,0,0,0,755
T1596,T1622,0,0,5,750
T1596,T1052,0,0,7,748
T1596,T1105,0,0,397,358
T1596,T1648,0,0,0,755
T1596,T1484,0,0,7,748
T1596,T1220,0,0,4,751
T1596,T1587,0,0,14,741
T1596,T1008,0,0,48,707
T1596,T1124,0,0,68,687
T1596,T1556,0,0,11,744
T1596,T1495,0,0,2,753
T1596,T1490,0,0,29,726
T1596,T1216,0,0,1,754
T1596,T1211,0,0,1,754
T1596,T1127,0,0,2,753
T1596,T1529,0,0,13,742
T1207,T1610,0,1,4,750
T1207,T1112,0,1,132,622
T1207,T1580,0,1,0,754
T1207,T1491,0,1,5,749
T1207,T1535,0,1,0,754
T1207,T1563,0,1,2,752
T1207,T1217,0,1,12,742
T1207,T1092,0,1,3,751
T1207,T1222,0,1,19,735
T1207,T1595,0,1,9,745
T1207,T1548,0,1,54,700
T1207,T1125,0,1,31,723
T1207,T1016,0,1,227,527
T1207,T1087,0,1,81,673
T1207,T1090,0,1,92,662
T1207,T1059,0,1,428,326
T1207,T1482,0,1,14,740
T1207,T1020,0,1,20,734
T1207,T1070,0,1,269,485
T1207,T1609,0,1,5,749
T1207,T1083,0,1,273,481
T1207,T1568,0,1,39,715
T1207,T1647,0,1,1,753
T1207,T1074,0,1,91,663
T1207,T1649,1,0,2,752
T1207,T1049,0,1,79,675
T1207,T1584,0,1,14,740
T1207,T1542,0,1,14,740
T1207,T1612,0,1,0,754
T1207,T1586,0,1,7,747
T1207,T1497,0,1,85,669
T1207,T1102,0,1,89,665
T1207,T1608,0,1,17,737
T1207,T1104,0,1,9,745
T1207,T1480,0,1,16,738
T1207,T1619,0,1,1,753
T1207,T1528,0,1,3,751
T1207,T1204,0,1,156,598
T1207,T1057,0,1,234,520
T1207,T1072,0,1,4,750
T1207,T1041,0,1,131,623
T1207,T1591,0,1,6,748
T1207,T1606,0,1,2,752
T1207,T1621,0,1,2,752
T1207,T1554,0,1,7,747
T1207,T1212,0,1,0,754
T1207,T1590,0,1,4,750
T1207,T1210,0,1,23,731
T1207,T1534,0,1,5,749
T1207,T1199,0,1,8,746
T1207,T1593,0,1,5,749
T1207,T1098,1,0,17,737
T1207,T1048,0,1,34,720
T1207,T1597,0,1,2,752
T1207,T1566,0,1,130,624
T1207,T1110,0,1,40,714
T1207,T1565,0,1,5,749
T1207,T1559,0,1,31,723
T1207,T1001,0,1,40,714
T1207,T1039,0,1,11,743
T1207,T1601,0,1,1,753
T1207,T1574,0,1,80,674
T1207,T1078,0,1,61,693
T1207,T1571,0,1,37,717
T1207,T1068,0,1,31,723
T1207,T1531,0,1,4,750
T1207,T1027,0,1,365,389
T1207,T1201,0,1,8,746
T1207,T1546,0,1,48,706
T1207,T1187,0,1,3,751
T1207,T1599,0,1,0,754
T1207,T1486,0,1,42,712
T1207,T1553,0,1,69,685
T1207,T1573,0,1,181,573
T1207,T1056,0,1,145,609
T1207,T1203,0,1,48,706
T1207,T1570,0,1,23,731
T1207,T1095,0,1,62,692
T1207,T1012,0,1,96,658
T1207,T1030,0,1,14,740
T1207,T1499,0,1,4,750
T1207,T1614,0,1,30,724
T1207,T1197,0,1,12,742
T1207,T1132,0,1,102,652
T1207,T1598,0,1,13,741
T1207,T1496,0,1,12,742
T1207,T1585,0,1,14,740
T1207,T1588,0,1,62,692
T1207,T1569,0,1,58,696
T1207,T1213,0,1,10,744
T1207,T1200,0,1,1,753
T1207,T1505,0,1,32,722
T1207,T1485,0,1,23,731
T1207,T1537,0,1,0,754
T1207,T1189,0,1,34,720
T1207,T1498,0,1,2,752
T1207,T1221,0,1,10,744
T1207,T1134,1,0,39,715
T1207,T1111,0,1,4,750
T1207,T1136,0,1,31,723
T1207,T1526,0,1,2,752
T1207,T1018,0,1,69,685
T1207,T1046,0,1,48,706
T1207,T1518,0,1,119,635
T1207,T1538,0,1,0,754
T1207,T1622,0,1,5,749
T1207,T1052,0,1,7,747
T1207,T1105,0,1,397,357
T1207,T1648,0,1,0,754
T1207,T1484,0,1,7,747
T1207,T1220,0,1,4,750
T1207,T1587,0,1,14,740
T1207,T1008,0,1,48,706
T1207,T1124,0,1,68,686
T1207,T1556,0,1,11,743
T1207,T1495,0,1,2,752
T1207,T1490,0,1,29,725
T1207,T1216,0,1,1,753
T1207,T1211,0,1,1,753
T1207,T1127,0,1,2,752
T1207,T1529,0,1,13,741
T1610,T1112,0,4,132,619
T1610,T1580,0,4,0,751
T1610,T1491,0,4,5,746
T1610,T1535,0,4,0,751
T1610,T1563,0,4,2,749
T1610,T1217,0,4,12,739
T1610,T1092,0,4,3,748
T1610,T1222,2,2,17,734
T1610,T1595,1,3,8,743
T1610,T1548,0,4,54,697
T1610,T1125,0,4,31,720
T1610,T1016,1,3,226,525
T1610,T1087,0,4,81,670
T1610,T1090,0,4,92,659
T1610,T1059,3,1,425,326
T1610,T1482,0,4,14,737
T1610,T1020,1,3,19,732
T1610,T1070,1,3,268,483
T1610,T1609,3,1,2,749
T1610,T1083,3,1,270,481
T1610,T1568,1,3,38,713
T1610,T1647,0,4,1,750
T1610,T1074,1,3,90,661
T1610,T1649,0,4,3,748
T1610,T1049,1,3,78,673
T1610,T1584,0,4,14,737
T1610,T1542,0,4,14,737
T1610,T1612,0,4,0,751
T1610,T1586,0,4,7,744
T1610,T1497,0,4,85,666
T1610,T1102,2,2,87,664
T1610,T1608,1,3,16,735
T1610,T1104,0,4,9,742
T1610,T1480,0,4,16,735
T1610,T1619,1,3,0,751
T1610,T1528,1,3,2,749
T1610,T1204,1,3,155,596
T1610,T1057,3,1,231,520
T1610,T1072,0,4,4,747
T1610,T1041,1,3,130,621
T1610,T1591,0,4,6,745
T1610,T1606,0,4,2,749
T1610,T1621,0,4,2,749
T1610,T1554,0,4,7,744
T1610,T1212,0,4,0,751
T1610,T1590,0,4,4,747
T1610,T1210,0,4,23,728
T1610,T1534,0,4,5,746
T1610,T1199,0,4,8,743
T1610,T1593,0,4,5,746
T1610,T1098,1,3,17,734
T1610,T1048,1,3,33,718
T1610,T1597,0,4,2,749
T1610,T1566,0,4,130,621
T1610,T1110,1,3,39,712
T1610,T1565,0,4,5,746
T1610,T1559,0,4,31,720
T1610,T1001,0,4,40,711
T1610,T1039,0,4,11,740
T1610,T1601,0,4,1,750
T1610,T1574,0,4,80,671
T1610,T1078,2,2,59,692
T1610,T1571,0,4,37,714
T1610,T1068,0,4,31,720
T1610,T1531,0,4,4,747
T1610,T1027,1,3,364,387
T1610,T1201,0,4,8,743
T1610,T1546,0,4,48,703
T1610,T1187,0,4,3,748
T1610,T1599,0,4,0,751
T1610,T1486,0,4,42,709
T1610,T1553,0,4,69,682
T1610,T1573,1,3,180,571
T1610,T1056,0,4,145,606
T1610,T1203,0,4,48,703
T1610,T1570,0,4,23,728
T1610,T1095,0,4,62,689
T1610,T1012,0,4,96,655
T1610,T1030,0,4,14,737
T1610,T1499,0,4,4,747
T1610,T1614,0,4,30,721
T1610,T1197,0,4,12,739
T1610,T1132,0,4,102,649
T1610,T1598,0,4,13,738
T1610,T1496,2,2,10,741
T1610,T1585,0,4,14,737
T1610,T1588,0,4,62,689
T1610,T1569,1,3,57,694
T1610,T1213,0,4,10,741
T1610,T1200,0,4,1,750
T1610,T1505,0,4,32,719
T1610,T1485,0,4,23,728
T1610,T1537,0,4,0,751
T1610,T1189,0,4,34,717
T1610,T1498,0,4,2,749
T1610,T1221,0,4,10,741
T1610,T1134,0,4,40,711
T1610,T1111,0,4,4,747
T1610,T1136,1,3,30,721
T1610,T1526,0,4,2,749
T1610,T1018,1,3,68,683
T1610,T1046,2,2,46,705
T1610,T1518,1,3,118,633
T1610,T1538,0,4,0,751
T1610,T1622,0,4,5,746
T1610,T1052,0,4,7,744
T1610,T1105,3,1,394,357
T1610,T1648,0,4,0,751
T1610,T1484,0,4,7,744
T1610,T1220,0,4,4,747
T1610,T1587,1,3,13,738
T1610,T1008,0,4,48,703
T1610,T1124,0,4,68,683
T1610,T1556,0,4,11,740
T1610,T1495,0,4,2,749
T1610,T1490,0,4,29,722
T1610,T1216,0,4,1,750
T1610,T1211,0,4,1,750
T1610,T1127,0,4,2,749
T1610,T1529,0,4,13,738
T1112,T1580,0,132,0,623
T1112,T1491,1,131,4,619
T1112,T1535,0,132,0,623
T1112,T1563,0,132,2,621
T1112,T1217,2,130,10,613
T1112,T1092,1,131,2,621
T1112,T1222,5,127,14,609
T1112,T1595,3,129,6,617
T1112,T1548,25,107,29,594
T1112,T1125,15,117,16,607
T1112,T1016,56,76,171,452
T1112,T1087,21,111,60,563
T1112,T1090,29,103,63,560
T1112,T1059,98,34,330,293
T1112,T1482,4,128,10,613
T1112,T1020,4,128,16,607
T1112,T1070,71,61,198,425
T1112,T1609,0,132,5,618
T1112,T1083,67,65,206,417
T1112,T1568,17,115,22,601
T1112,T1647,0,132,1,622
T1112,T1074,17,115,74,549
T1112,T1649,1,131,2,621
T1112,T1049,18,114,61,562
T1112,T1584,5,127,9,614
T1112,T1542,3,129,11,612
T1112,T1612,0,132,0,623
T1112,T1586,2,130,5,618
T1112,T1497,27,105,58,565
T1112,T1102,24,108,65,558
T1112,T1608,7,125,10,613
T1112,T1104,3,129,6,617
T1112,T1480,5,127,11,612
T1112,T1619,0,132,1,622
T1112,T1528,1,131,2,621
T1112,T1204,42,90,114,509
T1112,T1057,61,71,173,450
T1112,T1072,2,130,2,621
T1112,T1041,35,97,96,527
T1112,T1591,2,130,4,619
T1112,T1606,1,131,1,622
T1112,T1621,0,132,2,621
T1112,T1554,0,132,7,616
T1112,T1212,0,132,0,623
T1112,T1590,1,131,3,620
T1112,T1210,9,123,14,609
T1112,T1534,2,130,3,620
T1112,T1199,1,131,7,616
T1112,T1593,1,131,4,619
T1112,T1098,6,126,12,611
T1112,T1048,9,123,25,598
T1112,T1597,0,132,2,621
T1112,T1566,40,92,90,533
T1112,T1110,9,123,31,592
T1112,T1565,2,130,3,620
T1112,T1559,12,120,19,604
T1112,T1001,7,125,33,590
T1112,T1039,1,131,10,613
T1112,T1601,0,132,1,622
T1112,T1574,19,113,61,562
T1112,T1078,14,118,47,576
T1112,T1571,14,118,23,600
T1112,T1068,8,124,23,600
T1112,T1531,1,131,3,620
T1112,T1027,89,43,276,347
T1112,T1201,2,130,6,617
T1112,T1546,17,115,31,592
T1112,T1187,1,131,2,621
T1112,T1599,0,132,0,623
T1112,T1486,14,118,28,595
T1112,T1553,24,108,45,578
T1112,T1573,44,88,137,486
T1112,T1056,50,82,95,528
T1112,T1203,10,122,38,585
T1112,T1570,6,126,17,606
T1112,T1095,19,113,43,580
T1112,T1012,50,82,46,577
T1112,T1030,2,130,12,611
T1112,T1499,1,131,3,620
T1112,T1614,10,122,20,603
T1112,T1197,3,129,9,614
T1112,T1132,26,106,76,547
T1112,T1598,6,126,7,616
T1112,T1496,2,130,10,613
T1112,T1585,3,129,11,612
T1112,T1588,18,114,44,579
T1112,T1569,23,109,35,588
T1112,T1213,1,131,9,614
T1112,T1200,0,132,1,622
T1112,T1505,7,125,25,598
T1112,T1485,5,127,18,605
T1112,T1537,0,132,0,623
T1112,T1189,11,121,23,600
T1112,T1498,0,132,2,621
T1112,T1221,4,128,6,617
T1112,T1134,18,114,22,601
T1112,T1111,1,131,3,620
T1112,T1136,7,125,24,599
T1112,T1526,1,131,1,622
T1112,T1018,17,115,52,571
T1112,T1046,10,122,38,585
T1112,T1518,35,97,84,539
T1112,T1538,0,132,0,623
T1112,T1622,1,131,4,619
T1112,T1052,0,132,7,616
T1112,T1105,89,43,308,315
T1112,T1648,0,132,0,623
T1112,T1484,2,130,5,618
T1112,T1220,0,132,4,619
T1112,T1587,3,129,11,612
T1112,T1008,14,118,34,589
T1112,T1124,24,108,44,579
T1112,T1556,2,130,9,614
T1112,T1495,1,131,1,622
T1112,T1490,12,120,17,606
T1112,T1216,1,131,0,623
T1112,T1211,0,132,1,622
T1112,T1127,1,131,1,622
T1112,T1529,4,128,9,614
T1580,T1491,0,0,5,750
T1580,T1535,0,0,0,755
T1580,T1563,0,0,2,753
T1580,T1217,0,0,12,743
T1580,T1092,0,0,3,752
T1580,T1222,0,0,19,736
T1580,T1595,0,0,9,746
T1580,T1548,0,0,54,701
T1580,T1125,0,0,31,724
T1580,T1016,0,0,227,528
T1580,T1087,0,0,81,674
T1580,T1090,0,0,92,663
T1580,T1059,0,0,428,327
T1580,T1482,0,0,14,741
T1580,T1020,0,0,20,735
T1580,T1070,0,0,269,486
T1580,T1609,0,0,5,750
T1580,T1083,0,0,273,482
T1580,T1568,0,0,39,716
T1580,T1647,0,0,1,754
T1580,T1074,0,0,91,664
T1580,T1649,0,0,3,752
T1580,T1049,0,0,79,676
T1580,T1584,0,0,14,741
T1580,T1542,0,0,14,741
T1580,T1612,0,0,0,755
T1580,T1586,0,0,7,748
T1580,T1497,0,0,85,670
T1580,T1102,0,0,89,666
T1580,T1608,0,0,17,738
T1580,T1104,0,0,9,746
T1580,T1480,0,0,16,739
T1580,T1619,0,0,1,754
T1580,T1528,0,0,3,752
T1580,T1204,0,0,156,599
T1580,T1057,0,0,234,521
T1580,T1072,0,0,4,751
T1580,T1041,0,0,131,624
T1580,T1591,0,0,6,749
T1580,T1606,0,0,2,753
T1580,T1621,0,0,2,753
T1580,T1554,0,0,7,748
T1580,T1212,0,0,0,755
T1580,T1590,0,0,4,751
T1580,T1210,0,0,23,732
T1580,T1534,0,0,5,750
T1580,T1199,0,0,8,747
T1580,T1593,0,0,5,750
T1580,T1098,0,0,18,737
T1580,T1048,0,0,34,721
T1580,T1597,0,0,2,753
T1580,T1566,0,0,130,625
T1580,T1110,0,0,40,715
T1580,T1565,0,0,5,750
T1580,T1559,0,0,31,724
T1580,T1001,0,0,40,715
T1580,T1039,0,0,11,744
T1580,T1601,0,0,1,754
T1580,T1574,0,0,80,675
T1580,T1078,0,0,61,694
T1580,T1571,0,0,37,718
T1580,T1068,0,0,31,724
T1580,T1531,0,0,4,751
T1580,T1027,0,0,365,390
T1580,T1201,0,0,8,747
T1580,T1546,0,0,48,707
T1580,T1187,0,0,3,752
T1580,T1599,0,0,0,755
T1580,T1486,0,0,42,713
T1580,T1553,0,0,69,686
T1580,T1573,0,0,181,574
T1580,T1056,0,0,145,610
T1580,T1203,0,0,48,707
T1580,T1570,0,0,23,732
T1580,T1095,0,0,62,693
T1580,T1012,0,0,96,659
T1580,T1030,0,0,14,741
T1580,T1499,0,0,4,751
T1580,T1614,0,0,30,725
T1580,T1197,0,0,12,743
T1580,T1132,0,0,102,653
T1580,T1598,0,0,13,742
T1580,T1496,0,0,12,743
T1580,T1585,0,0,14,741
T1580,T1588,0,0,62,693
T1580,T1569,0,0,58,697
T1580,T1213,0,0,10,745
T1580,T1200,0,0,1,754
T1580,T1505,0,0,32,723
T1580,T1485,0,0,23,732
T1580,T1537,0,0,0,755
T1580,T1189,0,0,34,721
T1580,T1498,0,0,2,753
T1580,T1221,0,0,10,745
T1580,T1134,0,0,40,715
T1580,T1111,0,0,4,751
T1580,T1136,0,0,31,724
T1580,T1526,0,0,2,753
T1580,T1018,0,0,69,686
T1580,T1046,0,0,48,707
T1580,T1518,0,0,119,636
T1580,T1538,0,0,0,755
T1580,T1622,0,0,5,750
T1580,T1052,0,0,7,748
T1580,T1105,0,0,397,358
T1580,T1648,0,0,0,755
T1580,T1484,0,0,7,748
T1580,T1220,0,0,4,751
T1580,T1587,0,0,14,741
T1580,T1008,0,0,48,707
T1580,T1124,0,0,68,687
T1580,T1556,0,0,11,744
T1580,T1495,0,0,2,753
T1580,T1490,0,0,29,726
T1580,T1216,0,0,1,754
T1580,T1211,0,0,1,754
T1580,T1127,0,0,2,753
T1580,T1529,0,0,13,742
T1491,T1535,0,5,0,750
T1491,T1563,0,5,2,748
T1491,T1217,0,5,12,738
T1491,T1092,0,5,3,747
T1491,T1222,0,5,19,731
T1491,T1595,1,4,8,742
T1491,T1548,0,5,54,696
T1491,T1125,0,5,31,719
T1491,T1016,4,1,223,527
T1491,T1087,2,3,79,671
T1491,T1090,2,3,90,660
T1491,T1059,4,1,424,326
T1491,T1482,0,5,14,736
T1491,T1020,1,4,19,731
T1491,T1070,4,1,265,485
T1491,T1609,0,5,5,745
T1491,T1083,4,1,269,481
T1491,T1568,1,4,38,712
T1491,T1647,0,5,1,749
T1491,T1074,1,4,90,660
T1491,T1649,0,5,3,747
T1491,T1049,2,3,77,673
T1491,T1584,2,3,12,738
T1491,T1542,1,4,13,737
T1491,T1612,0,5,0,750
T1491,T1586,0,5,7,743
T1491,T1497,1,4,84,666
T1491,T1102,3,2,86,664
T1491,T1608,2,3,15,735
T1491,T1104,1,4,8,742
T1491,T1480,0,5,16,734
T1491,T1619,0,5,1,749
T1491,T1528,0,5,3,747
T1491,T1204,3,2,153,597
T1491,T1057,4,1,230,520
T1491,T1072,0,5,4,746
T1491,T1041,3,2,128,622
T1491,T1591,2,3,4,746
T1491,T1606,0,5,2,748
T1491,T1621,0,5,2,748
T1491,T1554,0,5,7,743
T1491,T1212,0,5,0,750
T1491,T1590,1,4,3,747
T1491,T1210,0,5,23,727
T1491,T1534,2,3,3,747
T1491,T1199,1,4,7,743
T1491,T1593,2,3,3,747
T1491,T1098,2,3,16,734
T1491,T1048,1,4,33,717
T1491,T1597,0,5,2,748
T1491,T1566,3,2,127,623
T1491,T1110,2,3,38,712
T1491,T1565,0,5,5,745
T1491,T1559,1,4,30,720
T1491,T1001,1,4,39,711
T1491,T1039,1,4,10,740
T1491,T1601,0,5,1,749
T1491,T1574,1,4,79,671
T1491,T1078,2,3,59,691
T1491,T1571,2,3,35,715
T1491,T1068,0,5,31,719
T1491,T1531,1,4,3,747
T1491,T1027,4,1,361,389
T1491,T1201,0,5,8,742
T1491,T1546,0,5,48,702
T1491,T1187,0,5,3,747
T1491,T1599,0,5,0,750
T1491,T1486,1,4,41,709
T1491,T1553,1,4,68,682
T1491,T1573,1,4,180,570
T1491,T1056,2,3,143,607
T1491,T1203,2,3,46,704
T1491,T1570,1,4,22,728
T1491,T1095,0,5,62,688
T1491,T1012,1,4,95,655
T1491,T1030,0,5,14,736
T1491,T1499,1,4,3,747
T1491,T1614,1,4,29,721
T1491,T1197,0,5,12,738
T1491,T1132,2,3,100,650
T1491,T1598,1,4,12,738
T1491,T1496,0,5,12,738
T1491,T1585,2,3,12,738
T1491,T1588,2,3,60,690
T1491,T1569,0,5,58,692
T1491,T1213,0,5,10,740
T1491,T1200,0,5,1,749
T1491,T1505,1,4,31,719
T1491,T1485,5,0,18,732
T1491,T1537,0,5,0,750
T1491,T1189,1,4,33,717
T1491,T1498,0,5,2,748
T1491,T1221,2,3,8,742
T1491,T1134,1,4,39,711
T1491,T1111,0,5,4,746
T1491,T1136,1,4,30,720
T1491,T1526,0,5,2,748
T1491,T1018,2,3,67,683
T1491,T1046,1,4,47,703
T1491,T1518,1,4,118,632
T1491,T1538,0,5,0,750
T1491,T1622,0,5,5,745
T1491,T1052,0,5,7,743
T1491,T1105,5,0,392,358
T1491,T1648,0,5,0,750
T1491,T1484,1,4,6,744
T1491,T1220,1,4,3,747
T1491,T1587,2,3,12,738
T1491,T1008,1,4,47,703
T1491,T1124,1,4,67,683
T1491,T1556,0,5,11,739
T1491,T1495,0,5,2,748
T1491,T1490,2,3,27,723
T1491,T1216,0,5,1,749
T1491,T1211,0,5,1,749
T1491,T1127,0,5,2,748
T1491,T1529,1,4,12,738
T1535,T1563,0,0,2,753
T1535,T1217,0,0,12,743
T1535,T1092,0,0,3,752
T1535,T1222,0,0,19,736
T1535,T1595,0,0,9,746
T1535,T1548,0,0,54,701
T1535,T1125,0,0,31,724
T1535,T1016,0,0,227,528
T1535,T1087,0,0,81,674
T1535,T1090,0,0,92,663
T1535,T1059,0,0,428,327
T1535,T1482,0,0,14,741
T1535,T1020,0,0,20,735
T1535,T1070,0,0,269,486
T1535,T1609,0,0,5,750
T1535,T1083,0,0,273,482
T1535,T1568,0,0,39,716
T1535,T1647,0,0,1,754
T1535,T1074,0,0,91,664
T1535,T1649,0,0,3,752
T1535,T1049,0,0,79,676
T1535,T1584,0,0,14,741
T1535,T1542,0,0,14,741
T1535,T1612,0,0,0,755
T1535,T1586,0,0,7,748
T1535,T1497,0,0,85,670
T1535,T1102,0,0,89,666
T1535,T1608,0,0,17,738
T1535,T1104,0,0,9,746
T1535,T1480,0,0,16,739
T1535,T1619,0,0,1,754
T1535,T1528,0,0,3,752
T1535,T1204,0,0,156,599
T1535,T1057,0,0,234,521
T1535,T1072,0,0,4,751
T1535,T1041,0,0,131,624
T1535,T1591,0,0,6,749
T1535,T1606,0,0,2,753
T1535,T1621,0,0,2,753
T1535,T1554,0,0,7,748
T1535,T1212,0,0,0,755
T1535,T1590,0,0,4,751
T1535,T1210,0,0,23,732
T1535,T1534,0,0,5,750
T1535,T1199,0,0,8,747
T1535,T1593,0,0,5,750
T1535,T1098,0,0,18,737
T1535,T1048,0,0,34,721
T1535,T1597,0,0,2,753
T1535,T1566,0,0,130,625
T1535,T1110,0,0,40,715
T1535,T1565,0,0,5,750
T1535,T1559,0,0,31,724
T1535,T1001,0,0,40,715
T1535,T1039,0,0,11,744
T1535,T1601,0,0,1,754
T1535,T1574,0,0,80,675
T1535,T1078,0,0,61,694
T1535,T1571,0,0,37,718
T1535,T1068,0,0,31,724
T1535,T1531,0,0,4,751
T1535,T1027,0,0,365,390
T1535,T1201,0,0,8,747
T1535,T1546,0,0,48,707
T1535,T1187,0,0,3,752
T1535,T1599,0,0,0,755
T1535,T1486,0,0,42,713
T1535,T1553,0,0,69,686
T1535,T1573,0,0,181,574
T1535,T1056,0,0,145,610
T1535,T1203,0,0,48,707
T1535,T1570,0,0,23,732
T1535,T1095,0,0,62,693
T1535,T1012,0,0,96,659
T1535,T1030,0,0,14,741
T1535,T1499,0,0,4,751
T1535,T1614,0,0,30,725
T1535,T1197,0,0,12,743
T1535,T1132,0,0,102,653
T1535,T1598,0,0,13,742
T1535,T1496,0,0,12,743
T1535,T1585,0,0,14,741
T1535,T1588,0,0,62,693
T1535,T1569,0,0,58,697
T1535,T1213,0,0,10,745
T1535,T1200,0,0,1,754
T1535,T1505,0,0,32,723
T1535,T1485,0,0,23,732
T1535,T1537,0,0,0,755
T1535,T1189,0,0,34,721
T1535,T1498,0,0,2,753
T1535,T1221,0,0,10,745
T1535,T1134,0,0,40,715
T1535,T1111,0,0,4,751
T1535,T1136,0,0,31,724
T1535,T1526,0,0,2,753
T1535,T1018,0,0,69,686
T1535,T1046,0,0,48,707
T1535,T1518,0,0,119,636
T1535,T1538,0,0,0,755
T1535,T1622,0,0,5,750
T1535,T1052,0,0,7,748
T1535,T1105,0,0,397,358
T1535,T1648,0,0,0,755
T1535,T1484,0,0,7,748
T1535,T1220,0,0,4,751
T1535,T1587,0,0,14,741
T1535,T1008,0,0,48,707
T1535,T1124,0,0,68,687
T1535,T1556,0,0,11,744
T1535,T1495,0,0,2,753
T1535,T1490,0,0,29,726
T1535,T1216,0,0,1,754
T1535,T1211,0,0,1,754
T1535,T1127,0,0,2,753
T1535,T1529,0,0,13,742
T1563,T1217,0,2,12,741
T1563,T1092,0,2,3,750
T1563,T1222,1,1,18,735
T1563,T1595,0,2,9,744
T1563,T1548,0,2,54,699
T1563,T1125,0,2,31,722
T1563,T1016,1,1,226,527
T1563,T1087,0,2,81,672
T1563,T1090,1,1,91,662
T1563,T1059,0,2,428,325
T1563,T1482,0,2,14,739
T1563,T1020,0,2,20,733
T1563,T1070,0,2,269,484
T1563,T1609,0,2,5,748
T1563,T1083,1,1,272,481
T1563,T1568,0,2,39,714
T1563,T1647,0,2,1,752
T1563,T1074,0,2,91,662
T1563,T1649,0,2,3,750
T1563,T1049,0,2,79,674
T1563,T1584,1,1,13,740
T1563,T1542,0,2,14,739
T1563,T1612,0,2,0,753
T1563,T1586,0,2,7,746
T1563,T1497,0,2,85,668
T1563,T1102,0,2,89,664
T1563,T1608,0,2,17,736
T1563,T1104,0,2,9,744
T1563,T1480,0,2,16,737
T1563,T1619,0,2,1,752
T1563,T1528,0,2,3,750
T1563,T1204,0,2,156,597
T1563,T1057,0,2,234,519
T1563,T1072,0,2,4,749
T1563,T1041,0,2,131,622
T1563,T1591,0,2,6,747
T1563,T1606,0,2,2,751
T1563,T1621,0,2,2,751
T1563,T1554,0,2,7,746
